row,variant,area,notes,country_code,period,age,age_interval_width,death_rate,q,p,l,d,L,S,T,e,a,sex
55376,Estimates,Mauritius,1,480,2010-2015,40,5,0.0045378285,0.022448043,0.97755196,93683,2103,463437.52,0.97289437,3175849.9,33.899959,2.6331547,male
55377,Estimates,Mauritius,1,480,2010-2015,45,5,0.0066293207,0.032638131,0.96736187,91580,2989,450875.76,0.95973915,2712412.4,29.617956,2.6499694,male
55378,Estimates,Mauritius,1,480,2010-2015,50,5,0.0099601796,0.04865054,0.95134946,88591,4310,432723.12,0.9438813,2261536.6,25.527837,2.6260136,male
55379,Estimates,Mauritius,1,480,2010-2015,55,5,0.013409583,0.064984991,0.93501501,84281,5477,408439.26,0.91777309,1828813.5,21.699001,2.6326932,male
55380,Estimates,Mauritius,1,480,2010-2015,60,5,0.021533685,0.10243135,0.89756865,78804,8072,374854.56,0.87922448,1420374.2,18.024139,2.6256893,male
55381,Estimates,Mauritius,1,480,2010-2015,65,5,0.030405244,0.14167562,0.85832438,70732,10021,329581.31,0.82728244,1045519.7,14.781424,2.5971767,male
55382,Estimates,Mauritius,1,480,2010-2015,70,5,0.046531019,0.20897366,0.79102634,60711,12687,272656.83,0.75755756,715938.36,11.792564,2.5645802,male
55383,Estimates,Mauritius,1,480,2010-2015,75,5,0.066016877,0.28394136,0.71605864,48024,13636,206553.24,0.65306297,443281.53,9.2304166,2.5383722,male
55384,Estimates,Mauritius,1,480,2010-2015,80,5,0.10825337,0.42464069,0.57535931,34388,14602.544,134892.27,0.430181007524745,236728.28,6.8840375,2.4629266,male
55385,Estimates,Mauritius,1,480,2010-2015,85,15,0.194287425125269,NA,NA,19785.456,19785.456,101836.01,NA,101836.01,5.1470135,5.1470135,male
55386,Estimates,Mayotte,NA,175,2010-2015,0,1,0.0045971053,0.0045772345,0.99542277,1e5,457.72345,99567.753,0.99514041,7603996,76.03996,0.055659549,male
55387,Estimates,Mayotte,NA,175,2010-2015,1,4,1.7736581e-4,7.0916629e-4,0.99929083,99542.277,70.592027,398002.45,0.99928056,7504428.3,75.389357,1.6392088,male
55388,Estimates,Mayotte,NA,175,2010-2015,5,5,1.1760428e-4,5.8784855e-4,0.99941215,99471.685,58.474285,497212.24,0.99933617,7106425.8,71.441696,2.5,male
55389,Estimates,Mayotte,NA,175,2010-2015,10,5,1.4802633e-4,7.3985783e-4,0.99926014,99413.21,73.551642,496882.17,0.99840245,6609213.6,66.482247,2.5,male
55390,Estimates,Mayotte,NA,175,2010-2015,15,5,5.8871419e-4,0.0029399564000000002,0.99706004,99339.659,292.05427,496088.38,0.99572048,6112331.4,61.52962,2.9116323,male
55391,Estimates,Mayotte,NA,175,2010-2015,20,5,0.0010739648,0.0053560243,0.99464398,99047.604,530.50138,493965.35,0.9948269,5616243,56.702462,2.6010103,male
55392,Estimates,Mayotte,NA,175,2010-2015,25,5,9.663535e-4,0.0048202371,0.99517976,98517.103,474.87579,491410.02,0.9947121,5122277.7,51.993791,2.524627,male
55393,Estimates,Mayotte,NA,175,2010-2015,30,5,0.001220463,0.0060848917,0.99391511,98042.227,596.57633,488811.49,0.99206151,4630867.7,47.233399,2.653878,male
55394,Estimates,Mayotte,NA,175,2010-2015,35,5,0.0020474462,0.010188965,0.98981104,97445.651,992.87029,484931.07,0.9875542,4142056.2,42.506321,2.6863181,male
55395,Estimates,Mayotte,NA,175,2010-2015,40,5,0.0030466163,0.015126692,0.98487331,96452.781,1459.0115,478895.72,0.97970164,3657125.1,37.916223,2.6914592,male
55396,Estimates,Mayotte,NA,175,2010-2015,45,5,0.005291299,0.026133764,0.97386624,94993.769,2482.5448,469174.92,0.96937167,3178229.4,33.45724,2.6661333,male
55397,Estimates,Mayotte,NA,175,2010-2015,50,5,0.0071305213,0.035055161,0.96494484,92511.224,3242.9958,454804.87,0.95923949,2709054.5,29.283522,2.6098496,male
55398,Estimates,Mayotte,NA,175,2010-2015,55,5,0.009627728,0.047052105,0.9529479,89268.228,4200.258,436266.79,0.94649309,2254249.6,25.252541,2.6014932,male
55399,Estimates,Mayotte,NA,175,2010-2015,60,5,0.012779329,0.062031399,0.9379686,85067.97,5276.8852,412923.5,0.91806995,1817982.8,21.370943,2.647031,male
55400,Estimates,Mayotte,NA,175,2010-2015,65,5,0.022157792,0.10527312,0.89472688,79791.085,8399.8564,379092.66,0.87699678,1405059.3,17.609226,2.6353447,male
55401,Estimates,Mayotte,NA,175,2010-2015,70,5,0.03054073,0.14222565,0.85777435,71391.229,10153.664,332463.04,0.82933093,1025966.6,14.371046,2.5877574,male
55402,Estimates,Mayotte,NA,175,2010-2015,75,5,0.045825113,0.20632738,0.79367262,61237.565,12634.987,275721.88,0.74541804,693503.58,11.324807,2.5887636,male
55403,Estimates,Mayotte,NA,175,2010-2015,80,5,0.073949153,0.31271234999999997,0.68728765,48602.578,15198.626,205528.07,0.508049144039797,417781.69,8.5958751,2.5336702,male
55404,Estimates,Mayotte,NA,175,2010-2015,85,15,0.157377531323165,NA,NA,33403.952,33403.952,212253.63,NA,212253.63,6.3541472,6.3541472,male
55405,Estimates,Mozambique,NA,508,2010-2015,0,1,0.077969788,0.073650474,0.92634953,1e5,7365.0474,94460.273,0.91118443,5396547.2,53.965472,0.24783546,male
55406,Estimates,Mozambique,NA,508,2010-2015,1,4,0.010437225,0.040688909,0.95931109,92634.953,3769.2152,361131.94,0.96471182,5302087,57.236354,1.5040248,male
55407,Estimates,Mozambique,NA,508,2010-2015,5,5,0.0039303305,0.019438763,0.98056124,88865.737,1727.44,439515.19,0.98550398,4940955,55.600225,2.2135107,male
55408,Estimates,Mozambique,NA,508,2010-2015,10,5,0.0023280262,0.01157207,0.98842793,87138.297,1008.3705,433143.97,0.98688776,4501439.8,51.65857,2.4736313,male
55409,Estimates,Mozambique,NA,508,2010-2015,15,5,0.0032103664,0.01593311,0.98406689,86129.927,1372.3176,427464.49,0.9798827,4068295.8,47.234405,2.6790001,male
55410,Estimates,Mozambique,NA,508,2010-2015,20,5,0.0049238607,0.02433331,0.97566669,84757.609,2062.4332,418865.05,0.97172081,3640831.4,42.955805,2.6130172,male
55411,Estimates,Mozambique,NA,508,2010-2015,25,5,0.0066757861,0.032857754,0.96714225,82695.176,2717.1777,407019.89,0.96132351,3221966.3,38.961962,2.6240089,male
55412,Estimates,Mozambique,NA,508,2010-2015,30,5,0.009198914,0.045004011,0.95499599,79977.998,3599.3307,391277.79,0.94671985,2814946.4,35.19651,2.6072762,male
55413,Estimates,Mozambique,NA,508,2010-2015,35,5,0.01263248,0.061266522,0.93873348,76378.668,4679.4554,370430.45,0.93469552,2423668.6,31.732272,2.5503799,male
55414,Estimates,Mozambique,NA,508,2010-2015,40,5,0.014139097,0.068278525,0.93172148,71699.212,4895.5165,346239.68,0.92888402,2053238.2,28.63683,2.4964075,male
55415,Estimates,Mozambique,NA,508,2010-2015,45,5,0.015553252,0.074878829,0.92512117,66803.696,5002.1825,321616.51,0.92062925,1706998.5,25.552456,2.5206881,male
55416,Estimates,Mozambique,NA,508,2010-2015,50,5,0.017534516,0.084007443,0.91599256,61801.513,5191.7871,296089.57,0.91162782,1385382,22.416635,2.5118392,male
55417,Estimates,Mozambique,NA,508,2010-2015,55,5,0.01980333,0.094425183,0.90557482,56609.726,5345.3838,269923.49,0.89257786,1089292.4,19.242142,2.544583,male
55418,Estimates,Mozambique,NA,508,2010-2015,60,5,0.026489449,0.12449282,0.87550718,51264.342,6382.0426,240927.73,0.85295464,819368.93,15.983214,2.5879218,male
55419,Estimates,Mozambique,NA,508,2010-2015,65,5,0.038149691,0.17467415,0.82532585,44882.3,7839.7776,205500.42,0.78939209,578441.21,12.887958,2.5878045,male
55420,Estimates,Mozambique,NA,508,2010-2015,70,5,0.058144859,0.25463392,0.74536608,37042.522,9432.2828,162220.41,0.69394456,372940.78,10.06791,2.5623925,male
55421,Estimates,Mozambique,NA,508,2010-2015,75,5,0.090274287,0.36806469000000003,0.63193531,27610.24,10162.354,112571.97,0.56721988,210720.37,7.6319647,2.4927831,male
55422,Estimates,Mozambique,NA,508,2010-2015,80,5,0.14056026,0.5144006,0.4855994,17447.885,8975.2027,63853.059,0.349423352308646,98148.403,5.6252321,2.3943356,male
55423,Estimates,Mozambique,NA,508,2010-2015,85,15,0.247050519434834,NA,NA,8472.6825,8472.6825,34295.344,NA,34295.344,4.0477551,4.0477551,male
55424,Estimates,Réunion,NA,638,2010-2015,0,1,0.0045971053,0.0045772345,0.99542277,1e5,457.72345,99567.753,0.99514041,7603996,76.03996,0.055659549,male
55425,Estimates,Réunion,NA,638,2010-2015,1,4,1.7736581e-4,7.0916629e-4,0.99929083,99542.277,70.592027,398002.45,0.99928056,7504428.3,75.389357,1.6392088,male
55426,Estimates,Réunion,NA,638,2010-2015,5,5,1.1760428e-4,5.8784855e-4,0.99941215,99471.685,58.474285,497212.24,0.99933617,7106425.8,71.441696,2.5,male
55427,Estimates,Réunion,NA,638,2010-2015,10,5,1.4802633e-4,7.3985783e-4,0.99926014,99413.21,73.551642,496882.17,0.99840245,6609213.6,66.482247,2.5,male
55428,Estimates,Réunion,NA,638,2010-2015,15,5,5.8871419e-4,0.0029399564000000002,0.99706004,99339.659,292.05427,496088.38,0.99572048,6112331.4,61.52962,2.9116323,male
55429,Estimates,Réunion,NA,638,2010-2015,20,5,0.0010739648,0.0053560243,0.99464398,99047.604,530.50138,493965.35,0.9948269,5616243,56.702462,2.6010103,male
55430,Estimates,Réunion,NA,638,2010-2015,25,5,9.663535e-4,0.0048202371,0.99517976,98517.103,474.87579,491410.02,0.9947121,5122277.7,51.993791,2.524627,male
55431,Estimates,Réunion,NA,638,2010-2015,30,5,0.001220463,0.0060848917,0.99391511,98042.227,596.57633,488811.49,0.99206151,4630867.7,47.233399,2.653878,male
55432,Estimates,Réunion,NA,638,2010-2015,35,5,0.0020474462,0.010188965,0.98981104,97445.651,992.87029,484931.07,0.9875542,4142056.2,42.506321,2.6863181,male
55433,Estimates,Réunion,NA,638,2010-2015,40,5,0.0030466163,0.015126692,0.98487331,96452.781,1459.0115,478895.72,0.97970164,3657125.1,37.916223,2.6914592,male
55434,Estimates,Réunion,NA,638,2010-2015,45,5,0.005291299,0.026133764,0.97386624,94993.769,2482.5448,469174.92,0.96937167,3178229.4,33.45724,2.6661333,male
55435,Estimates,Réunion,NA,638,2010-2015,50,5,0.0071305213,0.035055161,0.96494484,92511.224,3242.9958,454804.87,0.95923949,2709054.5,29.283522,2.6098496,male
55436,Estimates,Réunion,NA,638,2010-2015,55,5,0.009627728,0.047052105,0.9529479,89268.228,4200.258,436266.79,0.94649309,2254249.6,25.252541,2.6014932,male
55437,Estimates,Réunion,NA,638,2010-2015,60,5,0.012779329,0.062031399,0.9379686,85067.97,5276.8852,412923.5,0.91806995,1817982.8,21.370943,2.647031,male
55438,Estimates,Réunion,NA,638,2010-2015,65,5,0.022157792,0.10527312,0.89472688,79791.085,8399.8564,379092.66,0.87699678,1405059.3,17.609226,2.6353447,male
55439,Estimates,Réunion,NA,638,2010-2015,70,5,0.03054073,0.14222565,0.85777435,71391.229,10153.664,332463.04,0.82933093,1025966.6,14.371046,2.5877574,male
55440,Estimates,Réunion,NA,638,2010-2015,75,5,0.045825113,0.20632738,0.79367262,61237.565,12634.987,275721.88,0.74541804,693503.58,11.324807,2.5887636,male
55441,Estimates,Réunion,NA,638,2010-2015,80,5,0.073949153,0.31271234999999997,0.68728765,48602.578,15198.626,205528.07,0.508049144039797,417781.69,8.5958751,2.5336702,male
55442,Estimates,Réunion,NA,638,2010-2015,85,15,0.157377531323165,NA,NA,33403.952,33403.952,212253.63,NA,212253.63,6.3541472,6.3541472,male
55443,Estimates,Rwanda,NA,646,2010-2015,0,1,0.051160305,0.049107685,0.95089231,1e5,4910.7685,95987.866,0.94290465,6314171.5,63.141715,0.18299266,male
55444,Estimates,Rwanda,NA,646,2010-2015,1,4,0.0056592683,0.022345896,0.9776541,95089.231,2124.8541,375464.46,0.97969375,6218183.6,65.393142,1.6975036,male
55445,Estimates,Rwanda,NA,646,2010-2015,5,5,0.002318896,0.01152107,0.98847893,92964.377,1071.0491,461878.89,0.9910651,5842719.2,62.849011,2.2522326,male
55446,Estimates,Rwanda,NA,646,2010-2015,10,5,0.0015184826,0.0075640804,0.99243592,91893.328,695.08852,457752.05,0.99073143,5380840.3,58.555288,2.5332769,male
55447,Estimates,Rwanda,NA,646,2010-2015,15,5,0.0023850926,0.011860556,0.98813944,91198.24,1081.6618,453509.34,0.98534998,4923088.2,53.982272,2.7055176,male
55448,Estimates,Rwanda,NA,646,2010-2015,20,5,0.0033972526,0.01684612,0.98315388,90116.578,1518.1147,446865.43,0.98261752,4469578.9,49.597743,2.5512627,male
55449,Estimates,Rwanda,NA,646,2010-2015,25,5,0.0035798564,0.017741923,0.98225808,88598.463,1571.9071,439097.79,0.98122387,4022713.5,45.403874,2.5224223,male
55450,Estimates,Rwanda,NA,646,2010-2015,30,5,0.0040715894,0.020157726,0.97984227,87026.556,1754.2575,430853.24,0.97763426,3583615.7,41.178415,2.5604812,male
55451,Estimates,Rwanda,NA,646,2010-2015,35,5,0.0050564843,0.024977356,0.97502264,85272.299,2129.8766,421216.89,0.9718991,3152762.4,36.972879,2.5845519,male
55452,Estimates,Rwanda,NA,646,2010-2015,40,5,0.0063635419,0.031333088,0.96866691,83142.422,2605.1088,409380.32,0.96556718,2731545.5,32.853812,2.5694699,male
55453,Estimates,Rwanda,NA,646,2010-2015,45,5,0.0077904996,0.038236455,0.96176355,80537.313,3079.4614,395284.19,0.9552479,2322165.2,28.833408,2.5962121,male
55454,Estimates,Rwanda,NA,646,2010-2015,50,5,0.010654913,0.051940966,0.94805903,77457.852,4023.2356,377594.4,0.94178287,1926881,24.87651,2.5902817,male
55455,Estimates,Rwanda,NA,646,2010-2015,55,5,0.013570272,0.065714932,0.93428507,73434.616,4825.7508,355611.93,0.92053718,1549286.6,21.097497,2.6042802,male
55456,Estimates,Rwanda,NA,646,2010-2015,60,5,0.020268343,0.096706501,0.9032935,68608.866,6634.9233,327354.01,0.88144833,1193674.7,17.398257,2.6351919,male
55457,Estimates,Rwanda,NA,646,2010-2015,65,5,0.031038586,0.14451314,0.85548686,61973.942,8956.0487,288545.64,0.82206517,866320.69,13.978789,2.6190317,male
55458,Estimates,Rwanda,NA,646,2010-2015,70,5,0.048881195,0.21869563,0.78130437,53017.894,11594.782,237203.32,0.73104751,577775.04,10.897737,2.59494,male
55459,Estimates,Rwanda,NA,646,2010-2015,75,5,0.078841118,0.33004748,0.66995252,41423.112,13671.594,173406.9,0.60364723,340571.72,8.2217803,2.5344015,male
55460,Estimates,Rwanda,NA,646,2010-2015,80,5,0.12672933,0.47801329,0.52198671,27751.518,13265.595,104676.59,0.373812091563285,167164.82,6.0236281,2.430873,male
55461,Estimates,Rwanda,NA,646,2010-2015,85,15,0.231818428494064,NA,NA,14485.924,14485.924,62488.231,NA,62488.231,4.3137209,4.3137209,male
55462,Estimates,Seychelles,NA,690,2010-2015,0,1,0.012914563,0.01276279,0.98723721,1e5,1276.279,98824.793,0.9859385,6868816.8,68.688168,0.079193022,male
55463,Estimates,Seychelles,NA,690,2010-2015,1,4,7.9814425e-4,0.0031865101,0.99681349,98723.721,314.58413,394144.46,0.99746798,6769992,68.57513,1.6145457,male
55464,Estimates,Seychelles,NA,690,2010-2015,5,5,2.6408664e-4,0.001319562,0.99868044,98409.137,129.85696,491721.04,0.9987635,6375847.6,64.789183,2.5,male
55465,Estimates,Seychelles,NA,690,2010-2015,10,5,2.3079869e-4,0.001153328,0.99884667,98279.28,113.34825,491113.03,0.99828031,5884126.5,59.871486,2.5,male
55466,Estimates,Seychelles,NA,690,2010-2015,15,5,5.3312395e-4,0.002662572,0.99733743,98165.932,261.37386,490268.47,0.99565559,5393013.5,54.93773,2.8529166,male
55467,Estimates,Seychelles,NA,690,2010-2015,20,5,0.0012625351,0.006294825,0.99370517,97904.558,616.29206,488138.54,0.9921996,4902745,50.07678,2.7539047,male
55468,Estimates,Seychelles,NA,690,2010-2015,25,5,0.0018264359,0.009092559,0.99090744,97288.266,884.5993,484330.86,0.98999836,4414606.5,45.376556,2.6142145,male
55469,Estimates,Seychelles,NA,690,2010-2015,30,5,0.0022246859,0.011065009,0.98893499,96403.666,1066.7074,479486.76,0.98635533,3930275.6,40.768943,2.6267418,male
55470,Estimates,Seychelles,NA,690,2010-2015,35,5,0.0034314202,0.017022472,0.98297753,95336.959,1622.8707,472944.32,0.97741915,3450788.9,36.195709,2.6951496,male
55471,Estimates,Seychelles,NA,690,2010-2015,40,5,0.0058746592,0.028978016,0.97102198,93714.088,2715.6483,462264.84,0.96478383,2977844.5,31.775847,2.6780476,male
55472,Estimates,Seychelles,NA,690,2010-2015,45,5,0.0085535744,0.041921283,0.95807872,90998.44,3814.7714,445985.64,0.94952207,2515579.7,27.644207,2.6390303,male
55473,Estimates,Seychelles,NA,690,2010-2015,50,5,0.012472536,0.060582275,0.93941772,87183.669,5281.785,423473.21,0.92464838,2069594.1,23.738323,2.6437638,male
55474,Estimates,Seychelles,NA,690,2010-2015,55,5,0.019320002,0.092366784,0.90763322,81901.884,7565.0136,391563.82,0.88933308,1646120.9,20.098693,2.6278166,male
55475,Estimates,Seychelles,NA,690,2010-2015,60,5,0.027945288,0.13090955,0.86909045,74336.87,9731.4061,348230.66,0.84622931,1254557,16.876646,2.5898968,male
55476,Estimates,Seychelles,NA,690,2010-2015,65,5,0.039334356,0.17941463,0.82058537,64605.464,11591.166,294682.99,0.79336983,906326.38,14.028634,2.554661,male
55477,Estimates,Seychelles,NA,690,2010-2015,70,5,0.053837206,0.23742161,0.76257839,53014.298,12586.74,233792.59,0.73079454,611643.39,11.537329,2.5149325,male
55478,Estimates,Seychelles,NA,690,2010-2015,75,5,0.072395678,0.30595754,0.69404246,40427.558,12369.116,170854.35,0.65888558,377850.79,9.3463669,2.4708428,male
55479,Estimates,Seychelles,NA,690,2010-2015,80,5,0.0965409,0.38733241,0.61266759,28058.442,10867.944,112573.47,0.456157468215395,206996.44,7.377332,2.4494955,male
55480,Estimates,Seychelles,NA,690,2010-2015,85,15,0.182058426117286,NA,NA,17190.498,17190.498,94422.972,NA,94422.972,5.4927422,5.4927422,male
55481,Estimates,Somalia,NA,706,2010-2015,0,1,0.090448565,0.084967352,0.91503265,1e5,8496.7352,93939.967,0.89238848,5327770,53.2777,0.28678103,male
55482,Estimates,Somalia,NA,706,2010-2015,1,4,0.015005438,0.057765475,0.94223453,91503.265,5285.7295,352254.27,0.95480519,5233830,57.198287,1.3969935,male
55483,Estimates,Somalia,NA,706,2010-2015,5,5,0.0047500103,0.023471329,0.97652867,86217.535,2023.6401,426028.58,0.97981776,4881575.8,56.619292,2.5,male
55484,Estimates,Somalia,NA,706,2010-2015,10,5,0.0033913291,0.01681409,0.98318591,84193.895,1415.6437,417430.37,0.9822892,4455547.2,52.920074,2.5,male
55485,Estimates,Somalia,NA,706,2010-2015,15,5,0.0038935106,0.019286282,0.98071372,82778.251,1596.4847,410037.34,0.97736193,4038116.8,48.78234,2.5859987,male
55486,Estimates,Somalia,NA,706,2010-2015,20,5,0.0053278651,0.026301078,0.97369892,81181.767,2135.168,400754.89,0.97140454,3628079.5,44.690817,2.586163,male
55487,Estimates,Somalia,NA,706,2010-2015,25,5,0.0062100713,0.030583864,0.96941614,79046.599,2417.5504,389295.12,0.9676366,3227324.6,40.828127,2.5438458,male
55488,Estimates,Somalia,NA,706,2010-2015,30,5,0.0069972083,0.034397162,0.96560284,76629.048,2635.8218,376696.2,0.96191773,2838029.5,37.035948,2.5533106,male
55489,Estimates,Somalia,NA,706,2010-2015,35,5,0.0086023491,0.042126393,0.95787361,73993.226,3117.0677,362350.76,0.9545187,2461333.3,33.264305,2.5568789,male
55490,Estimates,Somalia,NA,706,2010-2015,40,5,0.010019703,0.048895433,0.95110457,70876.159,3465.5205,345870.58,0.94721497,2098982.5,29.614789,2.5443175,male
55491,Estimates,Somalia,NA,706,2010-2015,45,5,0.011762967,0.057167686,0.94283231,67410.638,3853.7102,327613.79,0.9372771,1753111.9,26.006458,2.5505676,male
55492,Estimates,Somalia,NA,706,2010-2015,50,5,0.01436662,0.069409973,0.93059003,63556.928,4411.4846,307064.9,0.92095461,1425498.2,22.428682,2.5700385,male
55493,Estimates,Somalia,NA,706,2010-2015,55,5,0.019006996,0.090878383,0.90912162,59145.443,5375.0423,282792.84,0.8924236,1118433.2,18.90988,2.593623,male
55494,Estimates,Somalia,NA,706,2010-2015,60,5,0.027231312,0.12780998,0.87219002,53770.401,6872.3936,252371,0.84613525,835640.41,15.5409,2.6018543,male
55495,Estimates,Somalia,NA,706,2010-2015,65,5,0.040691561,0.18528028,0.81471972,46898.007,8689.2762,213540,0.77559384,583269.41,12.436976,2.5889783,male
55496,Estimates,Somalia,NA,706,2010-2015,70,5,0.062701087,0.27178535,0.72821465,38208.731,10384.574,165620.31,0.67392909,369729.4,9.6765684,2.5518161,male
55497,Estimates,Somalia,NA,706,2010-2015,75,5,0.097685078,0.39186277,0.60813723,27824.158,10903.251,111616.35,0.54348029,204109.09,7.3356791,2.4774091,male
55498,Estimates,Somalia,NA,706,2010-2015,80,5,0.14942474,0.53568623,0.46431377,16920.906,9064.2964,60661.284,0.344150895294544,92492.745,5.4661815,2.3585102,male
55499,Estimates,Somalia,NA,706,2010-2015,85,15,0.246819015045519,NA,NA,7856.6098,7856.6098,31831.461,NA,31831.461,4.0515517,4.0515517,male
55500,Estimates,South Sudan,NA,728,2010-2015,0,1,0.087513778,0.082320787,0.91767921,1e5,8232.0787,94066.088,0.89914972,541e4,54.1,0.27917226,male
55501,Estimates,South Sudan,NA,728,2010-2015,1,4,0.012533541,0.048554917,0.95144508,91767.921,4455.7838,355508.77,0.96001341,5315933.9,57.92802,1.4049675,male
55502,Estimates,South Sudan,NA,728,2010-2015,5,5,0.0045994606,0.022735871,0.97726413,87312.138,1985.1175,431597.89,0.98187174,4960425.2,56.81255,2.5,male
55503,Estimates,South Sudan,NA,728,2010-2015,10,5,0.0027008056,0.01341346,0.98658654,85327.02,1144.5306,423773.77,0.98499973,4528827.3,53.076121,2.5,male
55504,Estimates,South Sudan,NA,728,2010-2015,15,5,0.0035233943,0.017470675,0.98252933,84182.489,1470.7249,417417.05,0.978901,4105053.5,48.763746,2.6233513,male
55505,Estimates,South Sudan,NA,728,2010-2015,20,5,0.0050574895,0.024984845,0.97501515,82711.765,2066.5406,408609.97,0.9723164,3687636.5,44.584183,2.6052471,male
